student_id,hours_studied,attendance,sleep_hours,exam_score,motivation,tutoring_sessions,family_income
870,32,65,8,65,1,2,1
871,19,78,9,66,1,2,1
872,15,80,7,65,2,0,1
873,12,87,7,65,1,2,2
874,16,85,7,68,3,1,2
875,20,92,5,68,2,2,2
876,31,62,8,67,2,0,2
877,17,72,5,65,3,3,3
878,21,71,8,66,2,2,2
879,20,66,7,63,1,0,2
880,27,72,5,70,2,1,3
881,35,72,5,72,2,1,1
882,17,81,6,67,2,2,1
883,17,87,6,67,2,0,2
884,26,75,9,66,2,1,1
885,24,89,7,66,2,1,1
886,31,73,8,69,2,2,1
887,24,72,9,62,2,0,1
888,18,82,9,66,1,2,1
889,24,61,7,64,3,0,1
890,27,63,6,67,2,1,1
891,25,77,8,71,2,2,2
892,23,98,6,73,2,1,2
893,26,89,10,68,1,0,2
894,27,64,8,66,2,2,3
895,28,94,7,75,2,3,1
896,24,89,8,72,2,1,1
897,19,84,7,68,2,1,3
898,21,93,6,68,2,1,1
899,27,76,8,69,2,1,2
900,15,69,7,63,2,1,1
901,22,80,10,70,2,0,2
902,18,82,6,66,1,1,3
903,20,82,8,66,2,3,2
904,28,83,6,72,2,1,1
905,21,98,6,71,2,1,2
906,20,96,4,72,2,3,1
907,12,95,8,69,3,4,3
908,24,92,6,71,1,2,1
909,24,98,9,69,2,3,3
910,33,64,8,68,2,1,2
911,18,71,7,61,1,2,1
912,21,80,5,68,3,2,2
913,21,94,8,72,1,0,1
914,29,80,6,70,2,0,2
915,19,90,5,73,3,0,2
916,22,66,8,67,1,3,2
917,24,70,5,65,2,2,1
918,21,89,4,68,2,1,3
919,17,67,9,65,3,3,2
920,21,74,6,97,2,1,1
921,26,71,4,66,1,1,2
922,14,74,6,67,3,2,2
923,21,88,6,70,2,2,3
924,16,75,9,66,2,3,1
925,27,82,5,69,1,1,1
926,11,64,5,62,1,2,1
927,17,92,8,68,3,1,3
928,22,75,6,67,1,1,1
929,29,86,7,68,2,0,2
930,20,89,6,69,2,1,1
931,17,68,10,62,2,1,3
932,31,95,5,75,2,2,1
933,11,85,7,65,1,2,3
934,7,77,9,63,2,2,2
935,23,67,6,66,1,1,2
936,17,98,6,71,3,3,2
937,14,90,8,66,2,0,2
938,24,68,9,66,2,2,2
939,21,74,6,66,1,1,2
940,17,92,9,71,2,1,3
941,12,88,7,68,3,3,2
942,25,91,8,71,3,1,2
943,24,78,9,68,1,0,3
944,19,89,8,68,2,2,1
945,31,75,7,68,1,2,2
946,14,68,6,62,2,2,1
947,11,85,10,65,3,0,2
948,16,99,6,71,3,2,1
949,20,72,7,63,1,0,1
950,21,78,8,68,1,1,3
951,19,87,8,69,1,1,2
952,22,82,10,69,2,1,1
953,12,94,7,71,1,3,2
954,29,90,7,71,2,0,1
955,20,62,9,62,1,0,2
956,27,100,7,70,1,2,2
957,22,90,8,70,3,1,1
958,23,95,7,73,2,2,3
959,23,86,8,71,1,3,2
960,23,94,8,69,2,2,1
961,24,64,6,66,3,0,3
962,28,74,4,65,2,1,1
963,21,95,4,71,2,2,2
964,24,68,4,68,3,2,2
965,19,63,7,64,2,2,1
966,29,92,4,71,2,2,1
967,16,93,7,67,2,0,2
968,31,67,7,66,3,2,2
969,20,94,8,71,2,1,1
970,11,87,8,62,3,0,1
971,21,81,8,67,2,3,1
972,16,93,8,67,2,3,1
973,25,77,7,66,2,0,2
974,16,68,7,64,3,1,1
975,17,71,6,62,2,2,1
976,9,80,7,65,1,1,2
977,17,81,5,63,1,0,2
978,5,92,9,64,2,2,3
979,10,92,6,65,1,1,2
980,25,83,7,68,2,0,1
981,25,91,7,72,2,2,1
982,23,68,9,64,2,0,1
983,14,62,4,62,1,1,1
984,20,95,7,69,1,3,1
985,20,63,8,64,2,3,2
986,13,70,10,61,2,1,1
987,29,88,7,72,1,2,1
988,25,76,6,66,1,1,2
989,19,95,10,69,1,2,3
990,20,72,8,65,3,2,1
991,21,60,9,64,2,2,1
992,8,72,5,62,2,3,3
993,19,83,8,66,3,1,1
994,16,75,5,62,2,0,1
995,14,81,5,66,3,3,1
996,18,95,8,70,2,2,3
997,31,96,8,75,1,3,1
998,24,71,6,67,2,3,3
999,17,78,9,66,1,4,2
1000,23,82,6,71,2,2,2
1001,28,98,7,75,2,2,2
1002,26,100,7,72,1,1,2
1003,20,69,7,64,1,2,1
1004,16,89,9,65,2,1,1
1005,24,75,5,67,3,1,1
1006,22,60,6,63,1,2,1
1007,25,60,5,62,1,1,2
1008,24,78,10,69,3,2,2
1009,26,80,7,70,2,1,1
1010,17,61,6,63,3,0,2
1011,28,87,7,71,2,2,1
1012,21,72,8,63,2,0,1
1013,32,82,8,71,1,0,3
1014,16,72,6,63,1,0,1
1015,30,67,6,68,3,0,1
1016,21,76,5,65,3,0,1
1017,16,69,7,66,2,0,3
1018,17,81,9,66,2,3,1
1019,18,68,6,66,1,0,2
1020,23,80,8,65,2,0,2
1021,23,66,6,66,2,0,3
1022,17,87,5,67,2,4,2
1023,20,90,8,68,2,0,2
1024,33,64,10,68,1,2,3
1025,30,79,8,69,2,3,1
1026,23,63,6,64,1,1,2
1027,20,84,6,67,2,0,2
1028,21,71,10,63,1,1,2
1029,24,81,7,67,2,3,1
1030,14,81,6,64,1,2,3
1031,18,97,7,66,1,0,3
1032,10,82,7,65,1,2,1
1033,22,83,8,68,1,4,2
1034,24,76,9,66,1,0,1
1035,17,98,9,71,1,0,3
1036,29,91,7,74,2,2,2
1037,13,71,7,65,1,2,1
1038,11,94,8,68,3,0,2
1039,21,77,6,68,1,2,3
1040,26,93,8,72,2,1,2
1041,30,93,7,74,2,3,1
1042,17,68,8,61,2,0,1
1043,26,88,10,65,1,0,1
1044,20,72,8,63,1,0,1
1045,19,72,7,66,2,1,2
1046,25,72,6,66,2,2,1
1047,24,89,7,73,2,2,1
1048,11,69,5,63,2,0,2
1049,29,60,8,68,2,0,2
1050,28,89,4,73,3,3,1
1051,16,67,8,63,2,0,3
1052,22,64,8,65,2,2,2
1053,23,70,7,66,3,0,1
1054,22,75,6,65,2,0,3
1055,17,79,7,66,2,0,2
1056,16,62,4,65,3,3,1
1057,20,99,8,70,2,2,1
1058,27,89,7,70,2,1,2
1059,23,73,9,68,2,0,3
1060,18,73,8,64,2,1,1
1061,25,78,7,68,2,1,2
1062,3,85,8,62,1,2,1
1063,27,66,6,68,2,1,2
1064,10,68,6,61,1,1,3
1065,18,94,7,69,1,1,1
1066,13,70,7,65,2,3,1
1067,12,75,6,65,2,2,1
1068,27,95,7,72,1,3,1
1069,17,87,7,70,3,3,1
1070,22,74,10,65,2,1,2
1071,20,87,7,69,2,3,1
1072,23,61,6,65,2,1,2
1073,20,89,7,69,1,3,1
1074,12,79,9,65,2,2,1
1075,26,93,9,72,2,0,1
1076,17,98,10,70,2,0,1
1077,11,97,7,64,1,0,1
1078,17,96,8,67,1,0,2
1079,29,80,5,69,3,0,3
1080,25,74,6,70,1,4,2
1081,18,79,5,65,1,1,1
1082,18,88,8,69,1,1,1
1083,18,95,7,74,3,5,2
1084,32,68,7,66,2,1,1
1085,22,97,6,72,3,1,1
1086,23,93,8,67,3,0,1
1087,26,99,4,75,3,2,3
1088,21,95,7,70,2,3,2
1089,18,71,7,63,2,1,2
1090,19,64,4,65,3,2,2
1091,20,64,8,64,2,3,2
1092,20,72,7,65,1,2,2
1093,24,85,8,70,2,2,2
1094,20,92,10,67,2,0,1
1095,24,96,7,67,1,0,1
1096,20,85,8,68,2,1,2
1097,20,60,9,65,3,4,2
1098,8,67,8,61,1,2,2
1099,25,64,6,63,1,2,1
1100,22,75,5,80,1,2,1
1101,26,80,8,69,2,2,1
1102,3,62,6,55,2,1,1
1103,33,74,9,70,2,2,2
1104,19,67,6,65,3,1,1
1105,27,86,7,68,1,1,2
1106,14,79,5,64,2,3,1
1107,24,80,6,69,2,1,1
1108,14,77,6,89,2,1,2
1109,16,98,6,67,2,1,2
1110,31,69,7,92,2,2,3
1111,19,81,6,67,1,1,1
1112,21,89,10,70,1,3,2
1113,25,82,8,68,2,1,1
1114,23,97,9,70,2,0,1
1115,21,75,7,67,1,3,2
1116,22,79,7,69,3,0,3
1117,34,64,6,67,3,0,1
1118,20,84,10,69,2,0,1
1119,21,72,7,63,1,0,3
1120,26,66,6,69,2,3,2
1121,27,82,6,66,1,1,1
1122,27,81,8,68,2,0,2
1123,24,63,9,69,2,4,2
1124,13,88,9,66,1,4,2
1125,30,85,6,72,1,1,2
1126,13,68,6,62,2,1,3
1127,22,79,9,67,2,1,1
1128,15,89,10,67,1,0,1
1129,20,81,7,67,1,1,2
1130,22,76,9,65,1,2,1
1131,22,73,5,67,2,1,2
1132,23,84,6,66,2,3,1
1133,30,98,5,70,3,0,1
1134,23,87,8,71,2,2,3
1136,26,78,7,69,1,4,2
1137,27,96,9,72,1,0,2
1138,13,64,6,60,2,0,1
1139,24,100,7,71,1,1,2
1140,24,98,5,71,3,0,2
1141,18,63,9,66,2,2,3
1142,28,97,9,74,1,3,2
1143,19,75,8,64,3,0,1
1144,21,94,7,68,1,2,2
1145,19,77,6,66,1,4,1
1146,20,78,5,65,1,1,1
1147,13,85,7,64,2,0,1
1148,11,91,8,65,2,1,3
1149,30,61,10,69,1,4,2
1150,15,84,6,68,2,2,2
1151,14,67,7,62,1,1,2
1152,7,74,9,63,3,3,3
1153,16,74,9,65,3,0,3
1154,12,79,6,62,2,1,1
1155,30,73,7,67,2,0,1
1156,26,64,6,64,1,1,1
1157,16,66,6,61,1,2,2
1158,34,61,9,65,2,1,1
1159,26,79,7,67,2,1,3
1160,18,98,7,70,2,0,2
1161,5,65,7,59,1,1,1
1162,34,98,7,75,2,1,1
1163,12,89,7,67,2,4,1
1164,10,85,6,64,1,1,2
1165,26,86,9,72,2,3,3
1166,35,93,6,76,2,5,2
1167,28,64,6,69,1,2,2
1168,23,80,7,65,1,0,1
1169,24,88,10,72,1,2,3
1170,25,83,6,69,1,0,1
1171,25,93,8,71,2,0,3
1172,22,63,7,64,3,0,2
1173,21,88,7,74,3,2,2
1174,20,81,8,68,2,0,2
1175,15,75,4,66,3,1,1
1176,18,74,6,65,3,0,3
1177,10,85,8,67,1,2,3
1178,19,96,7,69,3,0,1
1179,14,80,7,66,3,2,1
1180,13,93,8,69,2,1,2
1181,21,76,6,67,2,2,2
1182,28,64,9,64,2,1,1
1183,26,62,8,67,2,2,2
1184,11,62,7,61,3,3,1
1185,14,75,8,61,1,0,3
1186,26,73,9,68,3,4,2
1187,14,89,6,66,1,2,1
1188,19,90,8,66,1,0,3
1189,23,62,10,68,3,2,1
1190,14,69,8,63,3,1,2
1191,21,71,7,66,2,3,2
1192,12,82,10,66,3,0,2
1193,16,66,7,66,3,0,3
1194,22,65,9,65,3,2,2
1195,10,98,6,69,2,2,3
1196,23,92,9,71,3,1,3
1197,20,67,6,66,3,1,2
1198,23,76,7,66,3,1,2
1199,21,74,6,65,1,0,1
1200,28,92,10,71,2,4,1
1201,21,80,7,69,3,3,2
1202,17,65,5,61,2,2,1
1203,21,90,7,70,3,1,1
1204,23,76,8,70,3,2,3
1205,20,71,7,65,3,0,3
1206,20,75,6,64,2,2,2
1207,16,80,9,68,1,0,3
1208,16,74,9,63,1,1,1
1209,12,70,5,63,2,2,1
1210,30,76,6,71,1,3,3
1211,13,61,7,58,1,1,2
1212,16,91,6,68,2,1,2
1213,16,67,8,65,3,1,3
1214,25,62,10,65,1,2,1
1215,18,86,6,68,1,2,2
1216,27,91,9,69,2,0,1
1217,16,93,5,71,1,5,3
1218,22,80,8,65,1,2,1
1219,15,68,6,64,1,0,2
1220,33,89,8,75,2,2,3
1221,13,88,4,67,1,1,1
1222,22,70,5,68,3,1,2
1223,24,96,8,72,1,1,2
1224,22,64,6,67,3,3,2
1225,19,99,7,72,2,1,3
1226,19,94,10,69,3,1,1
1227,20,88,7,68,1,0,3
1228,19,98,8,70,2,0,2
1229,26,89,6,69,3,1,1
1230,33,68,5,67,2,2,1
1231,17,78,7,63,2,0,1
1232,12,63,5,61,1,4,1
1233,19,76,6,66,2,1,2
1234,35,90,7,73,1,0,1
1235,15,75,7,67,3,0,2
1236,30,73,8,72,2,2,3
1237,30,84,8,69,1,1,1
1238,17,95,5,69,2,2,2
1239,23,62,6,63,2,1,1
1240,30,75,4,67,1,0,2
1241,18,66,6,63,2,0,3
1242,19,88,8,66,1,1,2
1243,17,64,9,62,2,2,1
1244,14,87,7,68,2,2,1
1245,16,71,9,65,2,1,1
1246,13,68,8,59,2,0,2
1247,20,97,7,72,3,1,2
1248,15,61,6,63,2,0,3
1249,21,78,4,68,2,1,2
1250,11,61,9,61,3,0,2
1251,22,79,7,65,1,1,1
1252,25,80,9,68,1,2,1
1253,8,73,6,61,3,1,1
1254,22,65,10,63,2,1,1
1255,27,75,7,67,3,1,2
1256,13,87,6,66,1,0,3
1257,30,91,7,75,3,3,2
1258,23,81,7,68,1,0,2
1259,16,84,7,65,3,2,2
1260,20,68,6,64,3,0,1
1261,23,71,4,67,2,2,1
1262,20,66,6,64,2,2,1
1263,23,70,9,67,2,0,1
1264,14,69,6,63,1,2,1
1265,21,81,4,67,2,0,2
1266,12,83,5,65,2,1,3
1267,19,98,7,70,3,1,1
1268,15,68,6,62,3,2,3
1269,16,86,7,69,2,2,1
1270,27,93,6,70,2,2,2
1271,27,82,9,68,1,1,1
1272,24,70,8,68,2,4,1
1273,13,71,10,64,2,0,1
1274,18,62,6,63,3,4,1
1275,27,72,7,68,2,2,3
1276,21,90,9,67,1,1,1
1277,34,62,8,68,1,3,1
1278,22,69,6,66,2,1,1
1279,21,88,8,67,1,2,2
1280,18,91,8,69,3,1,2
1281,21,78,4,68,2,2,3
1282,19,88,6,70,2,4,2
1283,24,76,7,68,2,3,2
1284,26,66,9,66,2,2,1
1285,15,76,8,67,2,2,1
1286,12,83,6,65,2,1,3
1287,9,98,6,67,2,0,2
1288,23,63,8,63,3,2,2
1289,13,80,4,64,3,2,1
1290,7,73,6,64,2,3,1
1291,22,80,9,66,3,0,2
1292,35,61,7,68,1,2,2
1293,20,73,6,67,3,0,2
1294,25,93,5,72,1,1,2
1295,20,82,8,67,1,1,1
1296,19,78,7,66,3,2,2
1297,26,71,7,66,2,1,1
1298,18,72,8,67,2,1,2
1299,22,75,7,65,1,0,1
1300,22,93,7,70,1,2,2
1301,16,99,5,69,1,0,1
1302,26,78,5,69,1,1,3
1303,19,76,8,66,2,1,2
1304,15,94,8,66,2,2,2
1305,23,77,8,67,2,1,1
1306,15,82,6,67,2,1,2
1307,20,69,8,67,3,2,2
1308,20,90,6,72,2,2,3
1309,27,81,9,68,1,1,2
1310,23,92,6,70,3,3,2
1311,20,91,6,69,2,1,1
1312,25,69,7,65,3,1,1
1313,28,89,8,72,2,0,2
1314,23,92,7,69,2,0,1
1315,20,74,7,68,1,5,3
1316,12,67,6,62,3,1,1
1317,14,60,7,60,1,2,2
1318,18,78,7,67,1,3,2
1319,16,74,6,67,1,2,2
1320,19,82,7,67,2,1,2
1321,20,68,7,63,1,0,1
1322,23,94,10,71,3,1,2
1323,20,70,6,66,3,0,2
1324,23,69,6,65,3,0,2
1325,20,79,7,69,3,2,2
1326,8,80,6,63,3,2,2
1327,14,69,5,64,3,3,1
1328,19,71,5,67,3,2,1
1329,13,67,6,62,3,1,1
1330,24,89,6,68,1,2,2
1331,29,91,5,71,1,2,1
1332,27,78,7,66,2,1,1
1333,19,89,4,69,1,1,1
1334,29,89,8,71,1,1,2
1335,21,66,6,66,2,2,2
1336,18,99,6,72,2,5,1
1337,16,93,8,70,2,1,3
1338,18,68,8,65,3,1,1
1339,18,67,6,64,2,0,2
1340,21,65,8,63,2,1,1
1341,21,66,9,63,1,3,2
1342,20,90,5,66,2,3,2
1343,23,79,8,68,1,1,1
1344,27,91,5,74,1,1,3
1345,26,90,9,71,1,0,3
1346,11,84,6,67,3,3,1
1347,5,87,6,66,2,2,2
1348,26,61,9,67,2,0,2
1349,12,72,8,62,3,3,1
1350,19,86,6,68,1,1,3
1351,13,60,7,62,2,2,1
1352,9,61,6,82,1,1,3
1353,23,94,5,70,3,2,2
1354,25,87,7,72,2,4,2
1355,17,71,6,64,1,0,2
1356,4,88,6,66,1,1,2
1357,17,92,9,68,3,0,2
1358,22,72,6,64,1,1,3
1359,11,61,7,61,3,0,2
1360,21,97,9,69,2,0,2
1361,20,74,7,68,1,2,3
1362,23,64,6,64,2,1,2
1363,21,80,7,67,2,1,1
1364,14,91,8,67,2,0,2
1365,27,69,8,65,2,1,3
1366,19,71,10,68,2,2,2
1367,20,70,6,67,2,2,2
1368,14,100,7,67,1,1,1
1369,17,68,5,64,2,1,3
1370,15,83,8,70,2,0,2
1371,19,97,7,69,2,2,1
1372,30,66,7,66,1,0,3
1373,12,99,6,69,2,2,2
1374,10,98,6,66,2,1,1
1375,29,95,7,73,1,1,1
1376,19,69,6,66,2,4,3
1377,16,85,7,69,3,0,2
1378,26,90,7,70,1,1,2
1379,16,99,5,71,3,1,2
1380,31,67,5,70,2,2,2
1381,24,91,6,69,2,0,1
1382,17,74,9,63,2,1,2
1383,33,67,6,71,2,4,2
1384,16,77,7,67,1,2,2
1385,24,92,5,73,3,3,2
1386,22,79,6,68,2,1,3
1387,28,82,5,69,2,0,3
1388,29,100,8,76,2,2,2
1389,20,76,5,68,2,4,1
1390,15,85,8,65,3,1,1
1391,23,75,8,66,1,0,3
1392,16,76,7,65,3,0,1
1393,32,88,8,69,1,3,1
1394,21,98,10,71,2,0,2
1395,18,82,8,66,2,1,3
1396,21,91,5,69,2,3,1
1397,12,64,9,59,1,2,1
1398,14,68,7,65,2,2,3
1399,27,80,10,72,3,4,1
1400,16,61,6,60,2,0,2
1401,14,70,9,64,1,0,3
1402,23,81,7,69,1,1,1
1403,27,61,10,70,2,3,2
1404,24,71,7,67,1,2,3
1405,26,81,10,67,1,0,2
1406,15,83,8,64,2,0,1
1407,11,97,8,68,1,4,2
1408,29,86,10,72,1,1,1
1409,18,77,6,65,2,1,1
1410,18,97,8,70,1,2,2
1411,28,91,7,75,1,2,1
1412,23,68,7,65,2,3,1
1413,23,65,7,63,1,1,1
1414,33,87,8,71,1,0,1
1415,16,82,8,66,2,2,2
1416,26,92,6,69,2,1,1
1417,20,90,7,68,1,0,3
1418,22,85,4,71,2,1,2
1419,29,99,8,77,3,5,1
1420,23,81,10,70,3,1,2
1421,23,65,7,66,2,1,3
1422,26,93,5,73,1,1,3
1423,18,70,8,62,2,1,1
1424,15,91,6,65,1,0,2
1425,14,98,7,71,2,0,1
1426,8,88,8,66,3,1,1
1427,32,84,8,72,2,1,1
1428,13,78,9,64,2,0,2
1429,19,75,7,63,1,0,1
1430,18,74,7,63,1,0,1
1431,22,85,8,72,3,5,2
1432,25,90,7,71,2,2,2
1433,25,87,6,72,1,3,2
1434,17,68,8,65,2,1,2
1435,19,80,5,67,2,0,2
1436,22,92,7,68,1,1,1
1437,19,79,5,66,2,2,1
1438,30,81,6,72,2,0,3
1439,23,91,6,71,2,3,1
1440,24,86,6,70,1,3,1
1441,24,76,9,68,2,1,2
1442,27,96,9,72,1,0,1
1443,21,67,9,66,3,1,1
1444,12,100,7,69,2,1,2
1445,22,65,6,65,3,2,2
1446,16,61,8,62,2,1,1
1447,17,96,7,69,1,1,1
1448,24,70,7,65,2,1,2
1449,27,89,4,69,2,2,1
1450,20,92,8,69,2,1,1
1451,22,94,8,73,2,2,1
1452,30,100,7,75,1,2,2
1453,21,72,8,70,2,3,1
1454,36,88,8,74,3,0,1
1455,23,65,6,65,2,0,1
1456,9,76,7,63,2,1,2
1457,25,94,5,74,1,4,2
1458,22,75,9,67,1,0,1
1459,28,84,8,71,2,3,2
1460,24,80,6,68,2,1,1
1461,19,86,8,69,2,2,2
1462,13,99,7,71,2,0,2
1463,19,62,6,66,1,7,2
1464,15,83,7,65,1,0,2
1465,17,95,8,66,1,1,1
1466,24,79,8,65,3,2,1
1467,30,63,10,67,2,1,2
1468,22,82,7,70,3,2,1
1469,13,73,7,63,2,1,1
1470,23,66,8,64,1,1,2
1471,27,94,7,71,2,1,2
1472,16,81,6,68,2,2,1
1473,19,97,6,72,2,2,3
1474,20,92,4,71,2,2,3
1475,15,88,8,64,2,1,1
1476,24,60,5,64,2,1,2
1477,19,77,6,66,1,3,3
1478,23,68,7,68,3,3,2
1479,15,96,7,68,2,2,1
1480,17,67,10,65,2,3,1
1481,24,71,5,67,2,1,2
1482,18,81,10,64,1,3,1
1483,30,71,9,70,3,1,2
1484,18,68,8,65,1,1,1
1485,21,84,9,65,1,2,2
1486,26,64,8,68,3,1,2
1487,11,62,4,61,2,2,3
1488,9,75,8,63,3,3,2
1489,11,89,5,65,2,0,2
1490,28,82,6,69,2,1,1
1491,17,77,7,64,1,1,1
1492,35,83,6,69,2,1,1
1493,17,75,8,67,1,3,3
1494,21,97,7,74,3,1,2
1495,29,62,8,66,2,1,1
1496,32,87,7,72,2,0,3
1497,32,96,7,73,1,1,1
1498,27,92,6,73,3,0,2
1499,26,67,5,63,3,0,2
1500,24,72,7,69,2,3,1
1501,25,89,6,71,3,2,1
1502,17,63,9,63,3,1,1
1503,15,92,5,69,2,0,3
1504,20,89,10,72,1,3,2
1505,19,89,7,68,2,2,1
1506,17,64,7,62,2,1,2
1507,24,89,6,68,2,1,1
1508,26,87,8,71,3,1,1
1509,21,93,7,67,1,1,3
1510,29,62,7,65,3,0,1
1511,13,61,8,60,3,1,2
1512,19,75,8,68,3,2,3
1513,16,66,9,59,2,1,2
1514,9,82,8,64,2,0,3
1515,20,97,6,71,3,2,1
1516,19,76,4,68,1,2,3
1517,29,94,7,70,2,2,1
1518,24,60,7,62,2,1,2
1519,14,67,10,62,2,2,3
1520,31,61,7,68,2,2,2
1521,27,73,8,68,1,3,2
1522,23,96,8,74,3,3,1
1523,19,64,8,61,2,0,3
1524,14,84,8,67,2,1,1
1525,18,78,6,65,2,1,3
1526,27,98,6,101,1,5,3
1527,31,65,7,65,2,1,1
1528,29,68,4,67,2,0,2
1529,17,61,7,61,1,2,1
1530,13,77,6,64,2,3,2
1531,21,71,7,64,3,1,2
1532,9,95,7,67,2,1,1
1533,22,84,5,69,2,0,3
1534,19,85,9,69,1,1,2
1535,17,81,7,67,2,4,1
1536,10,64,8,62,2,1,2
1537,23,78,7,66,2,0,1
1538,17,100,8,72,1,0,2
1539,13,93,5,67,1,2,2
1540,3,96,9,66,2,2,1
1541,20,93,8,67,2,2,1
1542,31,64,7,67,1,1,2
1543,30,69,7,68,2,0,2
1544,17,60,9,63,2,0,1
1545,16,72,6,62,1,1,2
1546,23,64,5,65,1,3,2
1547,14,79,6,65,2,1,1
1548,22,87,7,70,2,0,2
1549,25,95,7,73,2,7,1
1550,27,90,9,73,2,1,2
1551,19,98,6,68,2,2,1
1552,19,62,6,63,3,3,2
1553,15,60,5,62,3,2,3
1554,15,86,8,69,2,0,2
1555,19,72,5,66,2,2,2
1556,22,70,8,68,3,0,2
1557,25,73,6,67,1,0,1
1558,15,71,6,65,1,2,1
1559,29,80,10,70,3,1,3
1560,18,78,9,64,3,0,3
1561,20,80,7,65,3,2,2
1562,16,87,5,67,3,1,1
1563,5,75,10,62,2,0,3
1564,25,70,7,66,3,3,1
1565,24,67,7,68,1,0,3
1566,18,74,8,64,3,0,2
1567,20,90,4,69,2,3,1
1568,23,90,6,69,1,1,3
1569,11,87,7,67,2,1,2
1570,17,69,7,61,1,0,1
1571,25,84,5,70,1,1,2
1572,12,83,7,65,1,1,3
1573,22,79,7,66,1,0,1
1574,12,82,10,66,2,3,1
1575,23,80,9,69,2,4,2
1576,20,83,7,67,3,1,2
1577,10,89,7,71,2,2,3
1578,27,64,9,68,3,1,1
1579,16,90,7,67,3,2,2
1580,15,65,5,63,1,2,1
1581,21,63,10,64,1,1,3
1582,27,99,6,73,2,3,1
1583,14,98,10,69,3,1,1
1584,20,62,8,65,3,1,2
1585,23,78,6,70,2,0,2
1586,24,67,4,67,1,1,1
1587,21,79,8,67,3,3,1
1588,18,93,5,70,2,0,1
1589,15,98,8,69,1,2,3
1590,21,85,10,68,3,2,2
1591,14,74,5,66,3,1,1
1592,2,84,8,62,1,3,1
1593,23,72,6,67,1,2,3
1594,25,96,9,71,3,2,2
1595,6,95,7,68,2,4,1
1596,14,82,7,66,3,3,1
1597,24,73,9,64,3,0,1
1598,32,72,8,71,1,1,1
1599,20,61,6,61,2,1,2
1600,16,93,10,67,2,2,1
1601,19,78,5,65,1,3,3
1602,28,73,7,66,1,0,1
1603,16,79,6,68,2,2,1
1604,15,93,5,66,2,0,1
1605,17,65,5,63,2,2,2
1606,14,94,7,66,1,1,3
1607,21,96,8,73,2,1,3
1608,30,98,9,88,2,1,1
1609,22,76,9,67,3,0,2
1610,18,69,7,69,2,2,2
1611,18,75,6,67,3,2,1
1612,11,73,9,64,2,1,1
1613,25,67,6,64,2,0,1
1614,20,84,5,65,1,1,1
1615,19,79,8,68,3,1,2
1616,39,95,9,77,3,2,2
1617,22,61,6,63,3,0,1
1618,15,86,10,69,2,0,3
1619,17,91,8,69,2,3,2
1620,27,90,8,70,2,2,2
1621,21,95,6,73,3,1,2
1622,11,89,9,66,2,1,2
1623,26,97,5,71,3,2,1
1624,16,73,6,66,2,2,3
1625,31,80,6,71,3,2,1
1626,26,61,5,66,2,3,3
1627,17,60,8,63,3,0,1
1628,28,70,8,70,2,5,1
1629,20,64,8,66,2,1,2
1631,23,67,8,66,3,2,2
1632,15,61,7,62,2,1,2
1633,16,96,6,69,3,1,2
1634,26,60,6,63,1,1,1
1635,18,89,4,68,1,1,3
1636,18,66,9,64,2,1,2
1637,14,96,9,69,3,2,1
1638,23,96,10,71,1,3,1
1639,32,86,6,71,2,2,2
1640,14,87,6,66,2,1,1
1641,20,60,4,63,1,2,3
1642,28,99,8,72,1,0,2
1643,20,95,8,70,1,1,1
1644,23,96,9,71,2,0,3
1645,14,86,6,65,2,3,3
1646,23,74,8,65,1,0,3
1647,19,96,6,67,3,1,1
1648,26,72,9,68,3,0,2
1649,27,83,8,70,2,3,2
1650,36,64,5,70,2,2,2
1651,23,97,7,72,1,2,2
1652,22,66,4,65,2,1,1
1653,21,69,5,65,3,2,1
1654,18,82,5,71,3,3,2
1655,22,91,6,74,1,3,3
1656,18,85,7,64,1,0,1
1657,21,69,7,64,3,1,2
1658,28,60,7,65,1,3,1
1659,14,90,7,67,2,1,2
1660,27,99,7,73,1,2,1
1661,28,92,5,72,3,1,2
1662,19,78,7,65,1,0,2
1663,7,96,9,67,2,0,1
1664,16,76,7,66,1,2,2
1665,28,81,8,70,1,0,2
1666,20,79,8,66,2,2,2
1667,14,78,8,66,1,1,2
1668,17,91,7,68,1,3,3
1669,25,81,8,68,1,3,1
1670,23,73,8,67,1,0,3
1671,19,70,8,65,3,1,1
1672,18,62,8,64,2,4,1
1673,18,83,5,70,3,1,3
1674,14,69,5,63,2,0,3
1675,30,66,6,65,1,2,1
1676,18,86,9,67,2,4,2
1677,27,87,7,71,1,3,1
1678,29,90,7,73,2,1,1
1679,26,80,4,67,1,1,1
1680,17,96,7,72,2,2,1
1681,22,97,7,71,3,2,2
1682,20,92,4,72,3,0,2
1683,15,85,7,68,2,1,2
1684,22,72,5,65,2,2,1
1685,13,99,6,68,1,1,2
1686,27,71,8,67,2,1,3
1687,17,68,7,66,3,1,3
1688,21,78,6,64,2,0,2
1689,22,62,6,65,2,3,1
1690,18,99,6,69,2,0,1
1691,24,84,7,68,2,2,2
1692,17,82,5,69,2,3,2
1693,25,86,9,70,1,1,3
1694,12,80,5,65,2,1,3
1695,21,61,4,63,1,2,2
1696,32,84,8,71,2,1,1
1697,14,89,6,68,1,0,1
1698,16,77,7,70,3,5,1
1699,23,90,8,72,3,2,2
